N,P,K,S,Fe,Zn,temperature,ph,rainfall,label
28,144,201,39,46,42,24.13898057,6.618217346,96.82302385,apple
7,15,11,22,13,8,22.59145866,8.804113133,106.2366384,orange
129,40,19,7,94,24,24.21633282,8.668732037,66.39263624,cotton
109,10,16,44,7,8,19.46760987,9.169219197,105.5398822,coffee
103,25,34,18,4,5,27.35641004,7.817163435,211.8702678,rice
92,49,13,32,71,41,24.84315991,7.041750131,69.27341453,maize
55,60,78,13,10,31,18.29567449,7.892523172,67.84268806,chickpea
8,58,20,11,10,64,26.7822071,8.570984175,44.62040878,lentil
36,26,42,18,3,4,22.31400461,6.006371875,110.9721952,pomegranate
103,68,56,32,65,19,26.24703221,6.015892577,117.2083161,banana
10,22,29,60,49,68,34.49181815,6.635522348,88.72557692,mango
5,137,199,35,42,35,12.81277108,7.301578335,71.54901601,grapes
29,134,202,40,60,36,24.69690099,5.927179408,117.337594,apple
4,13,8,28,10,6,21.29520091,6.736920322,108.5478849,orange
103,34,25,1,90,30,22.57007783,7.256764987,95.19760598,cotton
101,37,45,20,4,4,23.4337743,7.500422709,204.2611122,coffee
64,44,33,17,14,30,28.22872182,7.799369075,220.4206214,rice
88,41,12,29,78,40,19.06907457,6.119888685,104.0342991,maize
59,78,83,12,4,38,20.03879916,6.214609714,68.72582314,chickpea
8,72,17,13,12,35,22.72029617,7.092960541,53.65023898,lentil
118,22,46,20,5,6,23.36390878,7.516453524,104.6208093,pomegranate
85,95,38,42,57,19,24.04297849,7.030918976,117.7161479,banana
120,36,29,18,56,70,27.10473405,5.566677404,180.3292862,mango
4,142,198,34,38,33,24.84698204,7.041094629,78.48842262,grapes
16,18,205,33,78,51,22.17062852,7.043698446,102.6926949,apple
27,10,23,45,14,16,9.798711598,7.825541433,102.1992435,orange
107,34,25,3,92,20,24.16966801,8.289779943,100.0844948,cotton
98,43,21,24,1,1,25.34465746,6.341330081,159.4582089,coffee
80,48,33,24,4,1,25.15194977,6.18732393,230.2587367,rice
111,50,18,21,70,28,21.88545031,5.926846247,107.7140482,maize
25,70,85,13,8,49,17.57019589,6.278030306,69.46097495,chickpea
27,78,33,11,10,33,25.24236112,7.861602887,48.12682937,lentil
36,21,45,24,3,4,19.92183598,7.878500567,110.1558802,pomegranate
99,64,51,44,51,14,27.18124081,6.057332897,111.0700945,banana
11,25,30,57,59,80,36.07403178,7.413302265,99.21124783,mango
22,143,193,35,38,33,22.29896158,7.001309822,72.84017775,grapes
5,126,200,49,80,18,21.97372902,7.381597096,105.296495,apple
4,10,8,35,12,7,20.77268023,7.378537676,101.4281867,orange
129,46,20,1,111,33,24.30314283,6.749960853,85.00330908,cotton
94,29,28,41,10,3,28.32915396,5.861484509,131.522395,coffee
13,32,19,50,47,74,35.61901633,6.567481838,109.314968,rice
75,36,22,28,86,46,19.10077015,7.497773457,62.71787311,maize
27,60,77,10,5,37,17.77973644,6.12805003,72.54967025,chickpea
28,78,24,14,11,62,23.11202498,6.651321637,43.89338525,lentil
37,19,32,25,2,4,23.41360908,6.994574962,108.0343084,pomegranate
101,84,40,28,57,15,31.33084268,6.707905124,110.5524029,banana
14,31,29,44,50,77,27.39125424,5.743736227,99.67050142,mango
33,129,199,30,37,44,25.8229816,7.12234579,78.62848896,grapes
26,122,197,50,95,31,22.7039151,7.841008002,99.45518457,apple
11,6,12,30,11,15,17.54254691,6.147834695,95.73263416,orange
140,47,13,1,71,41,22.80944397,6.943675993,80.28014189,cotton
108,20,33,19,1,6,23.08912972,6.348642355,123.6349597,coffee
86,31,37,18,1,3,23.76992967,6.14053326,198.0330988,rice
88,61,18,31,3,37,27.32926915,6.072694797,69.59984818,maize
31,67,86,8,9,39,17.30193473,5.998220396,62.80434564,chickpea
33,79,24,12,9,36,23.96782262,6.963843789,38.56743443,lentil
18,5,42,19,1,7,23.07085215,5.96904487,112.0265715,pomegranate
106,67,52,41,67,18,25.25661042,5.778242639,110.1991718,banana
27,20,34,57,47,63,31.17745345,5.607443479,82.11440626,mango
33,141,198,50,47,38,22.24748794,6.918216249,80.21589246,grapes
9,125,204,48,84,34,22.53306025,6.669331741,123.0703585,apple
14,25,22,24,12,13,25.51891772,8.076900411,110.1105314,orange
112,39,43,2,93,2,26.70938185,8.320325845,94.08697604,cotton
87,24,25,55,49,33,26.96004646,5.844861842,89.38386706,coffee
101,44,26,19,83,35,30.22865062,7.138655504,76.77185591,rice
88,48,13,30,77,22,23.23234684,7.95910959,161.9652591,maize
47,58,83,11,4,33,17.68016544,7.03878001,88.78769874,chickpea
23,62,20,7,46,49,20.00325449,6.066030471,44.23180233,lentil
20,9,41,18,3,6,21.59941503,7.464478914,107.2926285,pomegranate
104,85,51,43,57,15,29.29994701,7.410742008,101.4119324,banana
28,38,44,58,54,66,34.99053478,8.033328221,93.01319214,mango
29,123,195,34,36,38,17.24410651,7.527176441,69.70668056,grapes
7,134,202,51,80,28,23.52870888,5.890036778,120.1161005,apple
24,15,7,46,2,13,29.16706633,7.253556928,115.7382655,orange
130,49,27,3,113,22,19.33987181,6.541893123,90.12738107,cotton
113,29,29,60,58,68,28.83462251,7.282816138,82.16160021,coffee
65,7,30,17,11,5,21.28557592,7.32416143,206.4955397,rice
82,31,16,28,73,42,20.36077708,8.106360675,98.08922464,maize
63,70,85,7,5,42,19.22038358,8.944931246,72.85397415,chickpea
39,86,21,14,9,60,29.83764632,7.403498455,39.3069887,lentil
13,31,39,23,2,3,20.37097129,5.910036953,114.3926978,pomegranate
108,97,55,43,59,18,31.65625348,7.019614604,114.4360116,banana
87,30,35,50,49,1,27.50639525,5.736091009,89.68485888,mango
27,135,195,50,49,39,29.76642861,7.127470786,70.87680183,grapes
41,132,200,39,70,39,22.4475926,6.293054194,88.59709724,apple
6,5,10,41,14,14,18.4892075,7.16729112,102.0763668,orange
140,41,25,3,88,31,26.8201648,9.020478367,60.63738381,cotton
95,32,33,19,2,3,28.5752182,6.912890398,192.3188796,coffee
4,6,42,23,4,4,21.22997803,7.12158444,199.3155364,rice
89,35,13,18,73,32,23.98031227,6.012767535,89.95126358,maize
73,62,83,13,12,26,17.92822032,8.582975496,67.14131155,chickpea
0,74,19,10,10,56,27.66896416,7.335917975,55.32473272,lentil
29,29,34,21,1,5,21.48037097,7.10227345,106.7216913,pomegranate
114,80,43,24,52,22,29.08390355,7.181168882,114.0000472,banana
7,42,17,41,76,42,21.29945488,6.109427723,76.78673355,mango
5,131,202,37,40,38,26.36546054,8.148509633,72.30087412,grapes
21,132,197,51,50,42,22.71695623,6.053739853,124.3288574,apple
9,10,27,26,9,12,21.32089005,6.889908993,111.3170445,orange
110,36,32,4,102,27,26.81325359,8.588055546,63.11241377,cotton
117,26,32,49,51,4,28.27531675,7.378323093,185.263434,coffee
97,58,39,27,2,4,22.10448014,6.16901189,125.5943148,rice
89,54,20,23,61,39,21.42936649,5.952354764,81.46263614,maize
50,61,83,11,11,24,18.06897012,6.050487604,68.32840979,chickpea
28,62,38,13,13,39,27.21387281,8.811622691,294.8582388,lentil
4,11,44,20,4,5,20.83513572,6.406336287,110.3384688,pomegranate
95,81,47,25,52,19,28.35141508,7.09889045,118.3601776,banana
25,34,23,47,51,68,30.15167133,5.919100821,81.53496464,mango
21,131,204,33,51,39,24.52975613,6.749619239,72.33792567,grapes
27,137,202,42,105,34,23.11225746,7.286646632,107.8166487,apple
12,17,9,32,14,5,9.23061476,7.035403881,113.326813,orange
135,38,20,8,117,40,25.89044846,7.98432877,92.35481215,cotton
40,17,17,23,7,6,23.68281407,6.185728314,110.4288366,coffee
103,45,41,22,8,2,22.45625742,9.169631586,240.9232164,rice
87,40,33,27,72,26,23.10014861,6.109872838,103.2599689,maize
67,62,80,12,5,34,19.12859114,8.912946745,67.66400382,chickpea
8,72,24,12,9,49,24.00101842,7.501011168,49.17054943,lentil
117,11,25,26,6,8,21.71448025,6.311391392,105.0122602,pomegranate
114,93,41,1,70,20,26.27216027,7.16949153,112.0563988,banana
28,24,40,58,55,77,33.19220176,6.636641544,106.9285388,mango
25,137,196,36,39,42,18.39577385,6.075852073,68.24356895,grapes
15,123,201,43,56,16,24.18326214,5.606032392,108.604748,apple
4,12,16,23,13,10,21.41195727,8.640693597,109.3614192,orange
130,40,22,2,91,21,23.42352173,6.985859823,98.83362254,cotton
96,24,18,29,57,45,25.48236241,7.079486463,122.5281758,coffee
97,39,42,17,3,3,21.66423932,6.428467933,198.3851608,rice
69,58,19,29,91,46,23.09527273,7.574615541,78.39000757,maize
59,80,83,11,11,27,18.85706112,8.951472194,69.89062399,chickpea
35,76,20,14,9,38,28.28008746,7.646101076,56.95838463,lentil
15,26,43,21,3,5,22.48505041,6.666203349,127.5405765,pomegranate
110,87,56,41,50,21,30.02549105,7.030314839,115.6765749,banana
12,24,21,53,54,66,27.97244742,7.002159504,91.95312421,mango
34,145,200,29,41,27,22.23709292,6.292368623,71.01829469,grapes
36,128,203,49,58,44,24.40899246,6.739318323,122.3972539,apple
18,8,5,27,14,14,25.68418459,6.667157931,110.1453937,orange
136,49,16,5,77,41,23.3733396,6.323971709,79.96319874,cotton
85,13,18,32,13,4,25.64134434,6.141842282,148.5191375,coffee
93,44,39,20,53,6,22.44444996,6.257343138,171.9459148,rice
98,38,19,21,74,26,19.68638425,7.504120507,94.65623545,maize
39,65,79,10,13,31,16.90831496,8.793805507,67.12743962,chickpea
28,72,14,11,9,43,24.56591344,7.384637675,42.89568527,lentil
102,18,36,24,2,2,25.86960234,7.000262838,107.0828527,pomegranate
116,90,49,39,48,19,30.64771294,6.558895752,115.1577194,banana
63,46,17,36,48,28,24.9316946,6.049942318,103.2110367,mango
35,145,200,39,39,40,12.44072883,6.422322617,78.02427099,grapes
24,141,203,50,149,28,23.26020335,7.486805869,122.5412052,apple
6,17,8,46,10,6,18.16800612,8.948903973,113.625552,orange
129,48,18,3,110,28,24.78591892,6.799763159,66.332267,cotton
115,31,53,25,1,6,26.80966215,6.116384159,170.6656702,coffee
91,41,36,22,10,5,21.78221812,5.97712244,165.2623872,rice
69,40,24,19,58,51,20.1814017,6.283303804,94.55155947,maize
58,46,78,11,11,38,18.13755408,8.2094482,75.89864616,chickpea
23,78,24,13,8,41,24.12703297,6.194525424,58.40322116,lentil
36,22,37,21,2,4,20.0748037,7.647995737,112.5475251,pomegranate
97,90,45,26,59,19,26.66561303,7.235550391,117.1227219,banana
37,37,23,48,53,73,34.23543347,4.625685533,94.04348835,mango
34,124,198,30,50,38,18.76444344,5.533855812,76.91450612,grapes
6,122,198,48,76,22,22.73829139,6.194070494,126.8911814,apple
40,24,10,49,11,9,25.94128617,7.735764422,105.0759797,orange
133,53,20,7,116,35,21.25942098,7.400474371,67.20731056,cotton
92,60,32,26,4,4,21.75608123,6.278749136,169.2455043,coffee
63,35,42,23,4,5,20.94916124,7.534873818,286.0111773,rice
103,39,24,29,65,27,26.95112381,7.45616595,175.0581687,maize
42,53,83,12,14,36,21.23415713,8.488184934,67.31224649,chickpea
5,73,16,12,14,40,27.17484196,6.086877354,54.32517907,lentil
30,15,37,30,3,3,20.01126878,6.745631476,118.6150323,pomegranate
113,64,55,24,55,11,25.00538099,7.297309486,104.1893806,banana
13,36,44,50,53,69,32.58875968,4.784341237,90.47149082,mango
96,139,199,8,37,35,19.86671942,6.825810962,76.72940508,grapes
12,120,197,35,58,30,26.65668523,5.653088888,114.4291457,apple
15,23,11,22,11,3,22.17687762,6.754444252,113.8477019,orange
127,59,14,3,103,17,24.54158969,7.041470044,91.08788993,cotton
23,29,23,51,2,5,26.3717971,6.140124829,120.9411815,coffee
100,45,35,17,4,1,19.98965336,6.737625526,222.8875666,rice
100,56,22,20,83,30,25.80928871,5.81835162,69.14680193,maize
64,69,78,13,10,40,21.48064745,8.668851686,77.69849693,chickpea
28,74,36,13,3,39,22.07980608,8.648635872,42.49806854,lentil
19,39,40,27,3,3,21.02188775,5.95893202,113.2176814,pomegranate
113,84,53,39,53,20,28.6508476,7.023479195,112.4419636,banana
30,26,28,45,50,63,33.46713786,6.485897883,100.0683601,mango
2,145,198,49,35,38,28.52523463,6.93919363,71.74489472,grapes
24,128,200,50,71,30,28.21500424,5.644511423,105.7775196,apple
9,12,14,38,12,6,20.02835094,8.691642612,107.4726707,orange
130,46,21,3,115,34,26.5888497,8.566798886,74.39063259,cotton
22,24,27,23,2,3,24.08819612,6.217198512,133.0173752,coffee
75,48,37,15,3,7,20.26378852,8.171402714,188.4506399,rice
95,37,17,31,80,35,19.72218255,6.175613024,71.51310919,maize
67,66,84,8,10,32,18.31894167,8.916783527,81.31172085,chickpea
90,74,23,10,87,33,20.42746003,9.316173009,35.0349831,lentil
13,9,35,26,2,3,21.48501377,8.122897185,115.6913442,pomegranate
91,78,44,24,69,20,27.49867865,7.02859826,102.7859057,banana
38,34,30,58,64,63,30.27983765,7.022638247,101.7851373,mango
34,145,200,48,34,39,22.96550679,6.429054711,73.98207394,grapes
14,128,200,33,67,38,22.6798566,5.775013571,112.6090767,apple
14,12,30,45,57,9,21.60154502,7.448306197,116.2709738,orange
113,50,17,3,106,20,24.25016519,7.901133292,94.57029536,cotton
34,19,26,20,3,3,26.07894661,7.108775569,118.984172,coffee
118,40,48,25,1,1,20.94752565,6.65391588,120.4610704,rice
97,43,20,32,84,36,23.60653823,8.041453446,70.34023552,maize
51,58,81,10,3,42,20.23492727,8.68787546,97.10972849,chickpea
13,72,26,14,16,65,27.8346675,7.477164656,45.13655187,lentil
4,13,37,20,7,3,20.56071174,7.919834117,113.1937498,pomegranate
117,75,52,29,62,15,30.49488893,6.737540832,108.717479,banana
8,21,39,26,5,6,21.43421422,7.381396208,252.9469178,mango
29,131,198,32,33,45,36.8103834,6.983762179,71.22368405,grapes
4,132,203,40,84,40,20.12132969,7.416797705,110.285442,apple
13,16,7,41,11,7,24.71884476,7.579311688,97.47010094,orange
133,50,15,1,102,30,22.84214689,8.062455633,68.26723491,cotton
82,39,37,19,1,3,27.9937083,7.716093742,193.7639456,coffee
91,18,48,23,4,1,20.09984695,9.073015195,221.8647004,rice
101,36,26,21,4,47,21.87301652,5.958541781,204.2317558,maize
68,65,81,10,11,36,17.33584187,8.853370837,78.7576603,chickpea
10,86,26,12,16,43,23.47855635,7.585672135,55.00299227,lentil
4,19,37,21,1,1,22.04321081,5.766865841,108.4566272,pomegranate
81,75,54,24,51,17,27.11837607,7.145899755,115.885372,banana
17,38,32,57,53,66,36.97502149,7.253737871,90.31389292,mango
38,139,198,37,36,32,13.44223755,6.958436709,77.18699386,grapes
6,131,199,34,78,50,23.69477083,6.413815109,102.7191776,apple
25,19,11,39,8,11,31.76910322,6.778826324,99.39776738,orange
134,46,16,3,77,30,25.75689143,6.960090779,86.29523317,cotton
94,80,12,24,12,17,28.04202833,6.113731939,116.7887296,coffee
75,29,45,29,3,7,26.98320603,5.803472964,213.6897652,rice
113,56,27,23,55,26,23.33277082,6.681151093,84.80286179,maize
39,73,81,10,11,43,17.23659147,8.438859211,82.70806164,chickpea
2,71,21,11,12,44,30.30392709,6.090848631,41.79627116,lentil
6,31,32,19,3,1,24.03286184,7.224716791,110.3726125,pomegranate
97,87,41,26,65,18,26.16712676,5.862785791,114.2934138,banana
14,33,38,59,52,64,33.02763914,6.611861192,96.17959709,mango
7,124,205,48,35,42,29.53321208,6.311634991,69.41154834,grapes
12,128,201,40,36,38,24.73697186,5.931181128,107.7595248,apple
12,11,6,32,14,10,23.27636835,7.313800437,108.9371543,orange
115,38,13,6,105,37,23.18931862,8.385423409,90.13003552,cotton
8,28,31,56,58,69,37.82948711,7.197823175,96.04106118,coffee
112,41,35,18,4,3,21.83854788,6.442576938,209.2910318,rice
81,58,26,23,81,30,23.23757015,6.360080311,108.818452,maize
54,62,81,13,5,31,18.12489142,8.470098103,95.80225182,chickpea
36,72,27,11,12,44,21.56050027,8.963527079,53.09984963,lentil
99,32,31,24,3,2,23.9103629,7.971685359,127.0198176,pomegranate
104,94,50,24,61,21,27.68966705,7.253020607,112.1689471,banana
52,28,33,56,59,61,36.05279499,7.345877757,92.832891,mango
31,143,200,51,52,30,25.58514902,6.498729932,69.54136269,grapes
1,129,201,37,78,40,20.72211318,6.867287581,114.6263907,apple
19,26,14,29,9,10,8.83838122,7.499323774,106.4099782,orange
119,40,28,3,109,29,26.07433851,6.557532163,95.87328278,cotton
95,39,45,24,3,1,21.89999006,7.856998586,200.9128172,coffee
4,15,8,21,8,6,21.21005275,8.74515125,107.3689528,rice
48,40,26,30,96,47,22.85080403,6.092308912,73.47436644,maize
62,60,82,6,4,33,17.85975754,8.816073251,69.91071006,chickpea
4,61,23,10,12,39,25.13451512,7.31291844,44.20624626,lentil
16,26,39,30,2,6,21.42655338,6.950464706,127.009281,pomegranate
96,92,39,40,67,19,29.03800243,7.227341635,111.5445136,banana
14,36,34,59,56,71,30.51898531,5.129342477,84.4047359,mango
23,138,198,27,38,41,25.01854426,7.527134724,73.03369258,grapes
35,139,204,33,102,34,21.79914101,6.676724251,115.7529875,apple
33,16,14,29,12,7,19.87426872,8.287620974,111.5096955,orange
109,35,26,4,102,45,27.26997843,7.392147266,71.74430944,cotton
88,32,16,18,5,4,27.31836431,6.955503811,172.8443964,coffee
83,36,20,16,77,1,19.07058907,6.471162331,193.2323202,rice
95,61,26,29,91,26,26.6111635,7.844687909,98.41102472,maize
55,59,84,12,12,37,18.26654058,5.966925689,68.99170027,chickpea
27,82,21,14,13,59,23.07057508,7.058392178,46.86312619,lentil
18,18,39,21,1,1,20.19835842,7.053074056,244.7349065,pomegranate
95,95,46,20,62,12,28.87051444,7.219709067,205.0375712,banana
38,37,22,57,56,71,33.91821383,6.502151727,82.07767346,mango
7,128,202,33,47,22,23.44162721,6.652611832,73.49724079,grapes
25,129,201,45,75,29,23.42222043,7.116167997,112.2702838,apple
10,25,5,31,6,13,24.67610857,6.131945694,120.530437,orange
140,52,14,6,108,17,24.09993572,7.054637262,67.72321114,cotton
6,131,201,46,39,36,22.58999115,7.476783945,68.03759082,coffee
62,41,25,28,12,5,22.48890323,8.987339817,238.6444849,rice
26,38,31,7,75,37,22.62810516,6.479459642,105.921769,maize
36,58,84,10,14,34,16.48220764,9.052536516,63.40540961,chickpea
56,76,22,12,10,63,27.05435084,8.968772501,53.15339728,lentil
11,5,38,27,2,6,20.1851286,7.592503269,114.3766129,pomegranate
111,97,52,40,50,20,30.56599129,5.805172303,123.0640744,banana
90,30,26,57,49,4,27.43680643,6.512358787,195.1591665,mango
14,145,202,28,42,43,24.76895309,7.548709195,77.75708486,grapes
1,134,202,28,68,30,22.54380701,7.129008057,106.3647314,apple
20,5,12,44,9,15,28.99109803,6.818086775,94.36297104,orange
96,47,25,3,79,28,22.43003027,8.663725094,186.5397514,cotton
26,21,31,60,4,4,25.37573331,8.108419832,99.01028039,coffee
35,39,82,11,13,30,17.33851033,8.899940092,70.43900787,rice
96,50,18,31,87,31,24.13329831,8.148093429,93.93836883,maize
69,51,83,13,6,35,18.91015983,5.715985535,67.71992587,chickpea
35,70,15,7,14,57,21.65007105,7.867471431,38.39848349,lentil
5,19,35,28,6,4,21.1293725,7.659136973,94.53555706,pomegranate
105,89,52,43,54,17,29.32928353,6.894638743,124.7609099,banana
3,37,31,33,7,61,35.17593911,6.619573583,88.06575518,mango
10,145,201,32,38,39,22.50027286,7.068047804,71.23757536,grapes
27,132,203,49,45,14,18.15020009,6.771388299,122.900212,apple
4,24,6,29,14,13,23.77695463,7.234358059,108.9023032,orange
108,47,19,5,90,30,23.76260632,8.253696078,76.97369541,cotton
38,45,31,30,5,1,24.77219684,7.0111706,145.9679634,coffee
90,48,23,21,10,3,25.04365783,8.923000607,76.71315221,rice
86,39,13,20,69,27,25.08486356,7.013790547,92.0713022,maize
32,64,83,6,6,35,18.69307692,7.958215531,70.17998784,chickpea
34,69,13,9,6,61,28.66243165,7.280839402,46.62992682,lentil
3,10,43,23,5,4,21.6549803,6.026391608,105.58256,pomegranate
116,79,37,17,56,9,25.66089482,7.451687682,106.9580203,banana
4,41,27,46,50,70,35.23525998,6.004596971,101.5110413,mango
7,132,199,35,49,35,33.10907666,7.445502873,62.41027566,grapes
33,119,201,39,81,40,23.37293033,6.398882668,103.3561238,apple
38,25,16,31,14,14,21.9413488,7.854214825,105.4885603,orange
124,40,19,1,99,28,22.50377649,8.416792188,197.5032931,cotton
0,25,32,39,13,7,21.41274099,6.424617148,103.584858,coffee
103,44,26,19,10,8,22.51012359,7.633072573,196.7504354,rice
77,39,21,28,54,29,22.86654864,7.922693062,96.67916416,maize
43,59,84,12,8,40,17.66103492,9.073924127,71.97461194,chickpea
18,82,39,12,10,56,23.41972568,7.829143161,43.47716189,lentil
4,13,41,26,1,4,22.95067455,7.567829723,115.1195021,pomegranate
122,75,54,45,53,18,24.99705399,5.799486582,107.7886274,banana
36,20,34,50,49,64,34.45541376,7.053719768,85.2731153,mango
6,117,205,28,69,36,25.70461635,6.467190138,68.03195335,grapes
26,128,202,37,134,38,23.29521578,6.516454301,119.6676736,apple
2,15,6,46,10,7,24.4418857,7.895053328,113.6465281,orange
128,49,21,2,108,31,25.48720449,7.308107778,71.66844371,cotton
96,40,22,21,2,1,22.45136146,8.173969355,168.7472972,coffee
89,20,31,25,62,6,29.94555705,6.140314201,83.4595809,rice
83,58,16,25,55,34,25.90027494,7.365647901,75.41822072,maize
56,75,83,11,12,35,17.79212443,8.850966364,74.17702755,chickpea
6,71,27,8,13,62,27.96708991,7.249994165,44.11170427,lentil
22,11,28,25,6,6,22.0633596,7.076312536,102.3904877,pomegranate
95,84,53,45,63,13,30.69090404,7.031113546,114.4473084,banana
16,29,23,49,50,58,35.14586969,7.357225485,83.7747503,mango
37,139,199,33,34,45,8.83838122,6.550554515,70.98923526,grapes
24,139,201,40,51,42,23.98217256,7.311682282,121.584128,apple
29,10,8,29,10,13,32.58257415,7.157330028,113.5133327,orange
125,43,12,1,97,24,19.92451824,7.193892195,88.13358889,cotton
72,40,27,25,5,2,26.16137572,6.193338616,172.4205156,coffee
95,34,28,19,5,1,24.25250629,7.003972702,77.8631756,rice
